Distance from start(meters),elevation(meters),accumulated ascent(meters),accumulated descent(meters)
4905.22,9.1,85.92,-107.92
4907.52,9.12,85.93,-107.92
4909.82,9.14,85.95,-107.92
4912.88,9.12,85.97,-107.92
4916.37,9.06,85.97,-107.94
4920.07,8.95,85.97,-108.0
4923.94,8.81,85.97,-108.11
4927.9,8.63,85.97,-108.25
4931.85,8.39,85.97,-108.43
4935.61,8.18,85.97,-108.67
4939.29,7.96,85.97,-108.88
4942.77,7.8,85.97,-109.1
4946.22,7.66,85.97,-109.26
4949.44,7.57,85.97,-109.4
4952.6,7.52,85.97,-109.49
4955.78,7.46,85.97,-109.54
4959.01,7.39,85.97,-109.6
4962.17,7.32,85.97,-109.67
4965.38,7.24,85.97,-109.74
4968.55,7.18,85.97,-109.82
4971.67,7.14,85.97,-109.88
4974.66,7.12,85.97,-109.92
4977.75,7.12,85.97,-109.94
4980.77,7.1,85.97,-109.94
4984.04,7.09,85.97,-109.96
4987.26,7.11,85.97,-109.97
4990.52,7.12,85.99,-109.97
4993.75,7.15,86.0,-109.97
4996.97,7.2,86.03,-109.97
5000.3,7.26,86.08,-109.97
5003.56,7.31,86.14,-109.97
5006.86,7.36,86.19,-109.97
5010.03,7.42,86.24,-109.97
5013.24,7.47,86.3,-109.97
5016.44,7.54,86.35,-109.97
5019.65,7.62,86.42,-109.97
5022.95,7.72,86.5,-109.97
5026.28,7.86,86.6,-109.97
5029.51,7.99,86.74,-109.97
5032.83,8.13,86.87,-109.97
5036.16,8.24,87.01,-109.97
5039.39,8.34,87.12,-109.97
5042.75,8.4,87.22,-109.97
5046.11,8.41,87.28,-109.97
5049.55,8.41,87.29,-109.97
5053.13,8.4,87.29,-109.97
5056.75,8.39,87.29,-109.98
5060.47,8.39,87.29,-109.99
5064.14,8.41,87.29,-109.99
5067.88,8.45,87.31,-109.99
5071.52,8.49,87.35,-109.99
5075.15,8.53,87.39,-109.99
5078.75,8.59,87.43,-109.99
5082.19,8.63,87.49,-109.99
5085.54,8.66,87.53,-109.99
5088.88,8.7,87.56,-109.99
5092.01,8.76,87.6,-109.99
5095.13,8.82,87.66,-109.99
5098.39,8.89,87.72,-109.99
5101.8,8.96,87.79,-109.99
5105.24,9.03,87.86,-109.99
5108.87,9.12,87.93,-109.99
5112.45,9.2,88.02,-109.99
5116.13,9.29,88.1,-109.99
5119.77,9.39,88.19,-109.99
5123.41,9.51,88.29,-109.99
5126.99,9.6,88.41,-109.99
5130.63,9.72,88.5,-109.99
5134.21,9.83,88.62,-109.99
5137.71,9.96,88.73,-109.99
5141.25,10.09,88.86,-109.99
5144.85,10.23,88.99,-109.99
5148.48,10.33,89.13,-109.99
5152.01,10.32,89.23,-109.99
5155.41,10.35,89.23,-110.0
5158.89,10.4,89.26,-110.0
5162.17,10.44,89.31,-110.0
5165.41,10.45,89.35,-110.0
5168.74,10.44,89.36,-110.0
5172.0,10.41,89.36,-110.01
5175.44,10.37,89.36,-110.04
5178.92,10.32,89.36,-110.08
5182.49,10.27,89.36,-110.13
5186.02,10.22,89.36,-110.18
5189.45,10.15,89.36,-110.23
5192.05,10.07,89.36,-110.3
5194.26,10.03,89.36,-110.38
5196.5,10.01,89.36,-110.42
5198.88,9.99,89.36,-110.44
5201.52,9.95,89.36,-110.46
5204.34,9.9,89.36,-110.5
5207.29,9.84,89.36,-110.55
5210.28,9.78,89.36,-110.61
5213.44,9.69,89.36,-110.67
5216.88,9.6,89.36,-110.76
5220.41,9.48,89.36,-110.85
5224.51,9.37,89.36,-110.97
5228.87,9.24,89.36,-111.08
5233.66,9.1,89.36,-111.21
5238.07,8.96,89.36,-111.35
5242.44,8.83,89.36,-111.49
5246.48,8.7,89.36,-111.62
5250.24,8.59,89.36,-111.75
5253.77,8.54,89.36,-111.86
5257.25,8.53,89.36,-111.91
5260.6,8.53,89.36,-111.92
5264.08,8.53,89.36,-111.92
5267.52,8.54,89.36,-111.92
5271.24,8.55,89.37,-111.92
5274.63,8.55,89.38,-111.92
5278.25,8.56,89.38,-111.92
5281.68,8.56,89.39,-111.92
5285.21,8.57,89.39,-111.92
5288.69,8.59,89.4,-111.92
5292.09,8.63,89.42,-111.92
5295.59,8.69,89.46,-111.92
5299.12,8.77,89.52,-111.92
5302.62,8.83,89.6,-111.92
5306.2,8.87,89.66,-111.92
5309.83,8.94,89.7,-111.92
5313.53,9.02,89.77,-111.92
5317.26,9.13,89.85,-111.92
5320.93,9.23,89.96,-111.92
5324.59,9.34,90.06,-111.92
5328.32,9.46,90.17,-111.92
5331.98,9.57,90.29,-111.92
5335.75,9.69,90.4,-111.92
5339.51,9.8,90.52,-111.92
5343.21,9.88,90.63,-111.92
5346.85,9.93,90.71,-111.92
5350.48,9.98,90.76,-111.92
5354.02,10.01,90.81,-111.92
5357.46,10.03,90.84,-111.92
5360.96,10.06,90.86,-111.92
5364.5,10.08,90.89,-111.92
5367.86,10.12,90.91,-111.92
5371.22,10.16,90.95,-111.92
5374.45,10.21,90.99,-111.92
5377.81,10.25,91.04,-111.92
5381.17,10.3,91.08,-111.92
5384.47,10.34,91.13,-111.92
5387.74,10.38,91.17,-111.92
5391.0,10.43,91.21,-111.92
5394.19,10.5,91.26,-111.92
5397.58,10.59,91.33,-111.92
5401.07,10.69,91.42,-111.92
5404.64,10.78,91.52,-111.92
5408.27,10.85,91.61,-111.92
5411.95,10.91,91.68,-111.92
5415.85,10.97,91.74,-111.92
5419.89,11.02,91.8,-111.92
5423.92,11.09,91.85,-111.92
5427.87,11.14,91.92,-111.92
5431.68,11.23,91.97,-111.92
5435.46,11.33,92.06,-111.92
5439.19,11.44,92.16,-111.92
5442.64,11.52,92.27,-111.92
5446.0,11.63,92.35,-111.92
5449.15,11.75,92.46,-111.92
5452.14,11.87,92.58,-111.92
5454.94,12.02,92.7,-111.92
5457.59,12.13,92.85,-111.92
5460.27,12.23,92.96,-111.92
5463.12,12.23,93.06,-111.92
5466.34,12.23,93.06,-111.92
5470.02,12.21,93.06,-111.92
5474.07,12.2,93.06,-111.94
5478.32,12.19,93.06,-111.95
5482.5,12.18,93.06,-111.96
5486.57,12.19,93.06,-111.97
5490.34,12.22,93.07,-111.97
5493.69,12.2,93.1,-111.97
5497.05,12.11,93.1,-111.99
5500.38,11.98,93.1,-112.08
5503.74,11.83,93.1,-112.21
5507.29,11.64,93.1,-112.36
5510.87,11.44,93.1,-112.55
5514.51,11.25,93.1,-112.75
5517.88,11.07,93.1,-112.94
5521.15,10.89,93.1,-113.12
5524.46,10.68,93.1,-113.3
5527.81,10.46,93.1,-113.51
5531.34,10.19,93.1,-113.73
5534.88,9.92,93.1,-114.0
5538.43,9.68,93.1,-114.27
5541.84,9.45,93.1,-114.51
5545.34,9.22,93.1,-114.74
5548.71,8.99,93.1,-114.97
5552.22,8.74,93.1,-115.2
5555.45,8.52,93.1,-115.45
5558.41,8.32,93.1,-115.67
5561.16,8.17,93.1,-115.87
5563.44,8.04,93.1,-116.02
5565.55,8.03,93.1,-116.15
5567.72,8.06,93.1,-116.16
5569.86,8.04,93.13,-116.16
5571.95,7.95,93.13,-116.18
5573.82,7.86,93.13,-116.27
5577.09,7.64,93.13,-116.36
5579.27,7.58,93.13,-116.58
5581.7,7.7,93.13,-116.64
5584.56,7.87,93.25,-116.64
5587.5,8.1,93.42,-116.64
5590.08,8.35,93.65,-116.64
5592.11,8.62,93.9,-116.64
5593.67,8.79,94.17,-116.64
5595.24,8.98,94.34,-116.64
5597.03,9.16,94.53,-116.64
5598.46,9.22,94.71,-116.64
5601.01,8.68,94.77,-116.64
5603.59,8.44,94.77,-117.18
5607.44,8.23,94.77,-117.42
5609.69,8.16,94.77,-117.63
5611.87,8.09,94.77,-117.7
5614.03,7.99,94.77,-117.77
5616.14,7.94,94.77,-117.87
5618.12,7.89,94.77,-117.92
5619.99,7.87,94.77,-117.97
5621.75,7.89,94.77,-117.99
5625.94,8.04,94.79,-117.99
5629.41,8.26,94.94,-117.99
5632.56,8.52,95.16,-117.99
5635.68,8.79,95.42,-117.99
5638.89,9.03,95.69,-117.99
5642.05,9.24,95.93,-117.99
5645.1,9.44,96.14,-117.99
5648.14,9.61,96.34,-117.99
5651.07,9.77,96.51,-117.99
5654.03,9.95,96.67,-117.99
5657.15,10.11,96.85,-117.99
5660.42,10.3,97.01,-117.99
5663.52,10.57,97.2,-117.99
5666.0,10.67,97.47,-117.99
5668.42,10.64,97.57,-117.99
5671.25,10.64,97.57,-118.02
5673.96,10.59,97.57,-118.02
5676.55,10.46,97.57,-118.07
5679.35,10.27,97.57,-118.2
5682.48,10.07,97.57,-118.39
5685.79,9.84,97.57,-118.59
5689.33,9.56,97.57,-118.82
5693.1,9.23,97.57,-119.1
5696.6,8.88,97.57,-119.43
5700.29,8.54,97.57,-119.78
5703.93,8.27,97.57,-120.12
5707.57,8.05,97.57,-120.39
5711.13,7.87,97.57,-120.61
5714.54,7.71,97.57,-120.79
5718.04,7.49,97.57,-120.95
5721.54,7.27,97.57,-121.17
5725.04,7.05,97.57,-121.39
5728.27,6.8,97.57,-121.61
5731.3,6.6,97.57,-121.86
5734.26,6.42,97.57,-122.06
5737.19,6.12,97.57,-122.24
5740.09,5.84,97.57,-122.54
5742.7,5.48,97.57,-122.82
5745.3,5.11,97.57,-123.18
5748.02,4.77,97.57,-123.55
5751.2,4.4,97.57,-123.89
5754.42,4.08,97.57,-124.26
5757.55,3.85,97.57,-124.58
5760.71,3.6,97.57,-124.81
5763.85,3.3,97.57,-125.06
5766.98,3.06,97.57,-125.36
5770.28,2.7800000000000002,97.57,-125.6
5773.48,2.49,97.57,-125.88
5776.76,2.17,97.57,-126.17
5780.06,1.87,97.57,-126.49
5783.53,1.71,97.57,-126.79
5786.89,1.82,97.57,-126.95
5790.19,1.9100000000000001,97.68,-126.95
5793.46,2.04,97.77,-126.95
5796.75,2.25,97.9,-126.95
5800.06,2.58,98.11,-126.95
5803.21,3.0,98.44,-126.95
5806.31,3.39,98.86,-126.95
5809.2,3.74,99.25,-126.95
5811.96,4.06,99.6,-126.95
5814.81,4.38,99.92,-126.95
5817.65,4.68,100.24,-126.95
5820.69,5.01,100.54,-126.95
5823.74,5.36,100.87,-126.95
5826.78,5.69,101.22,-126.95
5829.87,6.01,101.55,-126.95
5832.8,6.29,101.87,-126.95
5835.69,6.57,102.15,-126.95
5838.52,6.87,102.43,-126.95
5841.45,7.18,102.73,-126.95
5844.46,7.47,103.04,-126.95
5847.46,7.76,103.33,-126.95
5850.5,8.03,103.62,-126.95
5853.74,8.35,103.89,-126.95
5856.89,8.69,104.21,-126.95
5860.1,9.0,104.55,-126.95
5863.23,9.29,104.86,-126.95
5866.45,9.53,105.15,-126.95
5869.8,9.73,105.39,-126.95
5873.17,9.98,105.59,-126.95
5876.53,10.25,105.84,-126.95
5880.17,10.53,106.11,-126.95
5883.75,10.86,106.39,-126.95
5887.4,11.13,106.72,-126.95
5890.92,11.15,106.99,-126.95
5894.32,11.13,107.01,-126.95
5897.58,11.1,107.01,-126.97
5900.98,11.09,107.01,-127.0
5904.17,11.09,107.01,-127.01
5907.33,11.07,107.01,-127.01
5910.41,11.05,107.01,-127.03
5913.27,11.09,107.01,-127.05
5916.08,11.15,107.05,-127.05
5918.67,11.17,107.11,-127.05
5921.5,11.23,107.13,-127.05
5924.55,11.3,107.19,-127.05
5927.93,11.38,107.26,-127.05
5931.24,11.45,107.34,-127.05
5934.81,11.52,107.41,-127.05
5938.32,11.59,107.48,-127.05
5941.81,11.64,107.55,-127.05
5945.13,11.71,107.6,-127.05
5948.14,11.79,107.67,-127.05
5951.05,11.87,107.75,-127.05
5954.0,11.93,107.83,-127.05
5957.11,11.97,107.89,-127.05
5960.22,12.02,107.93,-127.05
5963.62,12.11,107.98,-127.05
5967.08,12.21,108.07,-127.05
5970.78,12.35,108.17,-127.05
5973.19,12.44,108.31,-127.05
5976.07,12.55,108.4,-127.05
5979.33,12.69,108.51,-127.05
5982.82,12.63,108.65,-127.05
5986.39,12.6,108.65,-127.11
5989.89,12.84,108.65,-127.14
5993.26,13.06,108.89,-127.14
5996.63,13.26,109.11,-127.14
5999.92,13.48,109.31,-127.14
6003.05,13.69,109.53,-127.14
6006.02,13.92,109.74,-127.14
6008.98,14.13,109.97,-127.14
6012.03,14.27,110.18,-127.14
6014.99,14.38,110.32,-127.14
6018.07,14.46,110.43,-127.14
6021.1,14.5,110.51,-127.14
6024.36,14.53,110.55,-127.14
6027.49,14.54,110.58,-127.14
6030.7,14.5,110.59,-127.14
6034.04,14.42,110.59,-127.18
6037.34,14.29,110.59,-127.26
6040.78,14.19,110.59,-127.39
6044.18,14.09,110.59,-127.49
6047.61,14.03,110.59,-127.59
6051.07,13.93,110.59,-127.65
6054.4,13.82,110.59,-127.75
6057.58,13.71,110.59,-127.86
6060.74,13.61,110.59,-127.97
6063.86,13.53,110.59,-128.07
6066.92,13.48,110.59,-128.15
6069.99,13.55,110.59,-128.2
6073.29,13.64,110.66,-128.2
6076.78,13.77,110.75,-128.2
6080.59,13.98,110.88,-128.2
6084.27,14.21,111.09,-128.2
6088.18,14.21,111.32,-128.2
6092.09,13.8,111.32,-128.2
6095.99,13.42,111.32,-128.61
6099.78,13.08,111.32,-128.99
6103.61,12.59,111.32,-129.33
6107.24,11.93,111.32,-129.82
6110.86,10.95,111.32,-130.48
6114.69,9.71,111.32,-131.46
6118.66,8.33,111.32,-132.7
6123.02,6.78,111.32,-134.08
6127.41,5.22,111.32,-135.63
6131.75,3.7,111.32,-137.19
6136.03,2.18,111.32,-138.71
6140.04,0.77,111.32,-140.23
6143.77,0.46,111.32,-141.64
6147.39,0.2,111.32,-141.95
6150.78,-0.01,111.32,-142.21
6154.24,-0.21,111.32,-142.42
6157.55,-0.38,111.32,-142.62
6161.04,-0.54,111.32,-142.79
6164.37,-0.6900000000000001,111.32,-142.95
6167.85,-0.85,111.32,-143.1
6171.33,-1.02,111.32,-143.26
6174.79,-1.21,111.32,-143.43
6178.35,-1.42,111.32,-143.62
6181.9,-1.63,111.32,-143.83
6185.37,-1.83,111.32,-144.04
6188.83,-2.03,111.32,-144.24
6192.22,-2.22,111.32,-144.44
6195.52,-2.39,111.32,-144.63
6198.73,-2.58,111.32,-144.8
6201.86,-2.76,111.32,-144.99
6204.99,-2.93,111.32,-145.17
6208.12,-3.09,111.32,-145.34
6211.33,-3.22,111.32,-145.5
6214.55,-3.05,111.32,-145.63
6217.76,-2.89,111.49,-145.63
6221.06,-2.73,111.65,-145.63
6224.27,-2.59,111.81,-145.63
6227.66,-2.45,111.95,-145.63
6231.07,-2.33,112.09,-145.63
6234.41,-2.22,112.21,-145.63
6237.92,-2.09,112.32,-145.63
6241.41,-1.9500000000000002,112.45,-145.63
6244.9,-1.81,112.59,-145.63
6248.29,-1.65,112.73,-145.63
6251.76,-1.49,112.89,-145.63
6255.14,-1.32,113.05,-145.63
6258.52,-1.15,113.22,-145.63
6261.82,-0.98,113.39,-145.63
6265.03,-0.8200000000000001,113.56,-145.63
6268.25,-0.66,113.72,-145.63
6271.54,-0.5,113.88,-145.63
6274.75,-0.34,114.04,-145.63
6278.05,-0.17,114.2,-145.63
6281.45,-0.01,114.37,-145.63
6284.79,0.0,114.53,-145.63
6288.13,0.0,114.54,-145.63
6291.38,0.0,114.54,-145.63
6294.69,0.0,114.54,-145.63
6297.9,0.0,114.54,-145.63
6301.12,0.0,114.54,-145.63
6304.61,0.0,114.54,-145.63
6307.61,0.0,114.54,-145.63
6309.75,0.0,114.54,-145.63
6313.06,0.0,114.54,-145.63
6316.27,0.0,114.54,-145.63
6319.48,0.0,114.54,-145.63
6322.63,0.0,114.54,-145.63
6325.72,0.0,114.54,-145.63
6328.8,0.0,114.54,-145.63
6331.92,0.0,114.54,-145.63
6334.89,0.0,114.54,-145.63
6337.81,0.0,114.54,-145.63
6340.25,0.0,114.54,-145.63
6344.09,0.0,114.54,-145.63
6345.72,0.0,114.54,-145.63
6347.94,0.0,114.54,-145.63
6350.7,0.0,114.54,-145.63
6353.98,0.0,114.54,-145.63
6357.65,0.0,114.54,-145.63
6361.08,0.0,114.54,-145.63
6364.08,0.0,114.54,-145.63
6366.92,0.0,114.54,-145.63
6369.84,0.0,114.54,-145.63
6372.8,0.0,114.54,-145.63
6375.67,0.0,114.54,-145.63
6378.54,0.0,114.54,-145.63
6381.43,0.0,114.54,-145.63
6384.32,0.0,114.54,-145.63
6387.44,0.0,114.54,-145.63
6390.49,0.0,114.54,-145.63
6393.45,0.0,114.54,-145.63
6396.43,0.0,114.54,-145.63
6399.48,0.0,114.54,-145.63
6402.62,0.0,114.54,-145.63
6405.85,0.0,114.54,-145.63
6408.98,0.0,114.54,-145.63
6412.07,-0.12,114.54,-145.63
6415.38,-0.27,114.54,-145.75
6418.65,-0.41000000000000003,114.54,-145.9
6421.73,-0.55,114.54,-146.04
6424.78,-0.68,114.54,-146.18
6428.16,-0.8300000000000001,114.54,-146.31
6431.62,-0.98,114.54,-146.46
6435.13,-1.12,114.54,-146.61
6438.71,-1.25,114.54,-146.75
6442.17,-1.4100000000000001,114.54,-146.88
6445.73,-1.57,114.54,-147.04
6449.28,-1.71,114.54,-147.2
6452.68,-1.83,114.54,-147.34
6456.18,-1.94,114.54,-147.46
6459.86,-2.05,114.54,-147.57
6462.53,-2.11,114.54,-147.68
6466.29,-2.22,114.54,-147.74
6469.96,-2.31,114.54,-147.85
6473.69,-2.42,114.54,-147.94
6477.67,-2.55,114.54,-148.05
6480.48,-2.69,114.54,-148.18
6484.28,-2.48,114.54,-148.32
6487.92,-2.29,114.75,-148.32
6491.47,-2.12,114.94,-148.32
6495.03,-1.9500000000000002,115.11,-148.32
6498.58,-1.74,115.28,-148.32
6502.14,-1.48,115.49,-148.32
6505.53,-1.23,115.75,-148.32
6508.9,-0.99,116.0,-148.32
6512.29,-0.79,116.24,-148.32
6515.68,-0.59,116.44,-148.32
6519.08,-0.38,116.64,-148.32
6522.55,-0.18,116.85,-148.32
6525.85,0.0,117.05,-148.32
6529.06,0.18,117.23,-148.32
6532.28,0.35000000000000003,117.41,-148.32
6535.58,0.5,117.58,-148.32
6539.05,0.68,117.73,-148.32
6542.69,0.85,117.91,-148.32
6546.18,0.96,118.08,-148.32
6549.69,1.04,118.19,-148.32
6553.23,1.71,118.27,-148.32
6557.0,3.05,118.94,-148.32
6560.72,4.37,120.28,-148.32
6564.43,5.69,121.6,-148.32
6568.13,6.97,122.92,-148.32
6571.58,8.12,124.2,-148.32
6574.83,9.22,125.35,-148.32
6578.08,10.33,126.45,-148.32
6581.26,11.38,127.56,-148.32
6584.51,12.49,128.61,-148.32
6587.58,13.0,129.72,-148.32
6591.27,12.64,130.23,-148.32
6593.07,12.27,130.23,-148.68
6596.94,11.4,130.23,-149.05
6598.8,10.85,130.23,-149.92
6602.97,9.62,130.23,-150.47
6606.65,8.58,130.23,-151.7
6610.12,7.67,130.23,-152.74
6613.53,6.79,130.23,-153.65
6616.88,6.0,130.23,-154.53
6619.77,5.25,130.23,-155.32
6622.29,4.55,130.23,-156.07
6624.78,3.96,130.23,-156.77
6627.52,3.44,130.23,-157.36
6630.22,2.96,130.23,-157.88
6633.2,2.52,130.23,-158.36
6636.05,2.12,130.23,-158.8
6638.84,1.6600000000000001,130.23,-159.2
6641.04,1.31,130.23,-159.66
6643.38,0.77,130.23,-160.01
6645.3,0.34,130.23,-160.55
6648.0,-0.21,130.23,-160.98
6652.06,-0.7000000000000001,130.23,-161.53
6654.52,-0.92,130.23,-162.02
6658.65,-1.33,130.23,-162.24
6662.79,-1.54,130.23,-162.65
6667.12,-1.4,130.23,-162.86
6671.35,-1.33,130.37,-162.86
6674.79,-1.47,130.44,-162.86
6678.04,-1.63,130.44,-163.0
6681.06,-1.6,130.44,-163.16
6683.79,-1.6600000000000001,130.47,-163.16
6686.49,-1.92,130.47,-163.22
6689.62,-2.21,130.47,-163.48
6693.71,-2.42,130.47,-163.77
6698.09,-2.35,130.47,-163.98
6701.98,-2.13,130.54,-163.98
6705.33,-1.98,130.76,-163.98
6709.34,-1.8,130.91,-163.98
6712.73,-1.79,131.09,-163.98
6716.69,-1.8900000000000001,131.1,-163.98
6720.57,-2.05,131.1,-164.08
6725.04,-2.26,131.1,-164.24
6729.22,-2.43,131.1,-164.45
6734.19,-2.66,131.1,-164.62
6739.98,-2.89,131.1,-164.85
6746.33,-2.99,131.1,-165.08
6753.15,-3.04,131.1,-165.18
6760.67,-3.01,131.1,-165.23
6768.66,-2.89,131.13,-165.23
6775.48,-2.71,131.25,-165.23
6782.66,-2.51,131.43,-165.23
6789.16,-2.38,131.63,-165.23
6794.99,-2.29,131.76,-165.23
6801.62,-2.14,131.85,-165.23
6807.61,-1.88,132.0,-165.23
6814.02,-1.28,132.26,-165.23
6820.14,-0.58,132.86,-165.23
6827.02,0.24,133.56,-165.23
6831.06,0.72,134.38,-165.23
6838.5,1.6,134.86,-165.23
6842.2,2.05,135.74,-165.23
6846.63,2.5700000000000003,136.19,-165.23
6850.08,2.92,136.71,-165.23
6853.21,3.22,137.06,-165.23
6857.74,3.64,137.36,-165.23
6861.01,3.94,137.78,-165.23
6865.78,4.34,138.08,-165.23
6869.63,4.65,138.48,-165.23
6873.34,4.86,138.79,-165.23
6877.48,4.87,139.0,-165.23
6880.32,4.87,139.01,-165.23
6884.74,4.89,139.01,-165.23
6887.3,4.89,139.03,-165.23
6891.17,4.92,139.03,-165.23
6894.1,4.93,139.06,-165.23
6896.51,4.93,139.07,-165.23
6902.77,4.95,139.07,-165.23
6909.88,4.94,139.09,-165.23
6915.79,4.79,139.09,-165.24
6924.28,4.54,139.09,-165.39
6927.85,4.39,139.09,-165.64
6931.84,4.26,139.09,-165.79
6939.99,4.05,139.09,-165.92
6949.22,3.84,139.09,-166.13
6953.26,3.76,139.09,-166.34
6961.46,3.71,139.09,-166.42
6969.0,3.67,139.09,-166.47
6971.12,3.66,139.09,-166.51
6974.66,3.64,139.09,-166.52
6977.27,3.63,139.09,-166.54
6979.7,3.62,139.09,-166.55
6982.3,3.62,139.09,-166.56
6985.14,3.59,139.09,-166.56
6988.07,3.5700000000000003,139.09,-166.59
6991.37,3.54,139.09,-166.61
6993.88,3.54,139.09,-166.64
6995.89,3.56,139.09,-166.64
6998.87,3.58,139.11,-166.64
7001.19,3.6,139.13,-166.64
7003.87,3.41,139.15,-166.64
7005.91,3.2800000000000002,139.15,-166.83
7007.98,3.14,139.15,-166.96
7010.73,2.9699999999999998,139.15,-167.1
7012.82,2.84,139.15,-167.27
7015.99,2.67,139.15,-167.4
7018.44,2.55,139.15,-167.57
7021.68,2.4,139.15,-167.69
7024.81,2.25,139.15,-167.84
7027.27,2.12,139.15,-167.99
7030.73,1.94,139.15,-168.12
7033.11,1.82,139.15,-168.3
7036.44,1.67,139.15,-168.42
7039.3,1.56,139.15,-168.57
7041.88,1.46,139.15,-168.68
7045.05,1.35,139.15,-168.78
7048.27,1.24,139.15,-168.89
7051.46,1.15,139.15,-169.0
7054.08,1.08,139.15,-169.09
7056.73,1.02,139.15,-169.16
7059.06,0.98,139.15,-169.22
7062.18,0.93,139.15,-169.26
7065.11,0.91,139.15,-169.31
7067.73,0.89,139.15,-169.33
7070.33,0.89,139.15,-169.35
7072.88,0.89,139.15,-169.35
7075.86,0.91,139.15,-169.35
7077.91,0.9400000000000001,139.17,-169.35
7080.6,1.01,139.2,-169.35
7083.12,1.1,139.27,-169.35
7086.99,1.24,139.36,-169.35
7090.94,1.42,139.5,-169.35
7094.63,1.6,139.68,-169.35
7099.2,1.73,139.86,-169.35
7103.72,1.6600000000000001,139.99,-169.35
7108.29,1.5899999999999999,139.99,-169.42
7112.98,1.52,139.99,-169.49
7117.35,1.45,139.99,-169.56
7121.67,1.38,139.99,-169.63
7125.86,1.32,139.99,-169.7
7129.94,1.27,139.99,-169.76
7133.83,1.23,139.99,-169.81
7137.64,1.19,139.99,-169.85
7141.48,1.17,139.99,-169.89
7145.18,1.15,139.99,-169.91
7148.95,1.1400000000000001,139.99,-169.93
7152.73,1.15,139.99,-169.94
7156.51,1.15,140.0,-169.94
7160.46,1.17,140.0,-169.94
7164.52,1.19,140.02,-169.94
7167.03,1.22,140.04,-169.94
7170.79,1.26,140.07,-169.94
7173.23,1.31,140.11,-169.94
7176.55,1.3599999999999999,140.16,-169.94
7179.44,1.42,140.21,-169.94
7181.92,1.47,140.27,-169.94
7185.1,1.53,140.32,-169.94
7187.65,1.57,140.38,-169.94
7190.8,1.63,140.42,-169.94
7193.7,1.7000000000000002,140.48,-169.94
7196.42,1.77,140.55,-169.94
7198.97,1.85,140.62,-169.94
7202.31,1.96,140.7,-169.94
7205.35,2.07,140.81,-169.94
7208.45,2.19,140.92,-169.94
7211.54,2.31,141.04,-169.94
7214.51,2.42,141.16,-169.94
7218.22,2.55,141.27,-169.94
7221.25,2.66,141.4,-169.94
7224.26,2.77,141.51,-169.94
7226.93,2.86,141.62,-169.94
7230.27,2.9699999999999998,141.71,-169.94
7233.28,3.06,141.82,-169.94
7235.52,3.12,141.91,-169.94
7238.02,3.13,141.97,-169.94
7241.58,3.09,141.98,-169.94
7244.94,3.05,141.98,-169.98
7248.57,2.9699999999999998,141.98,-170.02
7251.78,2.86,141.98,-170.1
7254.71,2.75,141.98,-170.21
7257.97,2.63,141.98,-170.32
7260.87,2.51,141.98,-170.44
7263.84,2.4,141.98,-170.56
7266.69,2.3,141.98,-170.67
7269.26,2.2,141.98,-170.77
7271.77,2.11,141.98,-170.87
7274.76,2.02,141.98,-170.96
7279.28,1.92,141.98,-171.05
7281.49,1.8900000000000001,141.98,-171.15
7283.9,1.85,141.98,-171.18
7286.28,1.81,141.98,-171.22
7288.69,1.75,141.98,-171.26
7291.34,1.67,141.98,-171.32
7293.91,1.6,141.98,-171.4
7296.23,1.54,141.98,-171.47
7298.61,1.5,141.98,-171.53
7301.05,1.46,141.98,-171.57
7303.63,1.43,141.98,-171.61
7306.31,1.3900000000000001,141.98,-171.64
7309.16,1.34,141.98,-171.68
7312.19,1.29,141.98,-171.73
7315.32,1.24,141.98,-171.78
7318.51,1.19,141.98,-171.83
7321.77,1.1400000000000001,141.98,-171.88
7325.13,1.09,141.98,-171.93
7328.49,1.04,141.98,-171.98
7331.99,0.99,141.98,-172.03
7335.73,0.9400000000000001,141.98,-172.08
7339.31,0.88,141.98,-172.13
7342.79,0.8200000000000001,141.98,-172.19
7346.27,0.76,141.98,-172.25
7349.14,0.85,141.98,-172.31
7352.27,0.97,142.07,-172.31
7354.85,1.08,142.19,-172.31
7358.48,1.24,142.3,-172.31
7361.64,1.3900000000000001,142.46,-172.31
7365.07,1.56,142.61,-172.31
7368.26,1.72,142.78,-172.31
7371.93,1.9100000000000001,142.94,-172.31
7376.14,2.15,143.13,-172.31
7379.77,2.36,143.37,-172.31
7383.2,2.56,143.58,-172.31
7386.3,2.75,143.78,-172.31
7390.31,2.99,143.97,-172.31
7393.43,3.17,144.21,-172.31
7397.71,3.42,144.39,-172.31
7401.06,3.61,144.64,-172.31
7404.17,3.7800000000000002,144.83,-172.31
7408.21,3.98,145.0,-172.31
7410.92,4.11,145.2,-172.31
7414.85,4.27,145.33,-172.31
7417.28,4.36,145.49,-172.31
7421.02,4.5,145.58,-172.31
7424.22,4.61,145.72,-172.31
7427.18,4.73,145.83,-172.31
7430.53,4.86,145.95,-172.31
7433.97,5.03,146.08,-172.31
7437.74,5.23,146.25,-172.31
7441.15,5.41,146.45,-172.31
7444.32,5.59,146.63,-172.31
7447.83,5.78,146.81,-172.31
7451.62,5.99,147.0,-172.31
7455.55,6.02,147.21,-172.31
7458.88,5.98,147.24,-172.31
7462.0,5.94,147.24,-172.35
7465.13,5.9,147.24,-172.39
7468.93,5.86,147.24,-172.43
